0,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,COUNTRY_ID
0,1000,1297 Via Cola di Rie,989,Roma,,IT
0,1100,93091 Calle della Testa,10934,Venice,,IT
0,1200,2017 Shinjuku-ku,1689,Tokyo,Tokyo Prefecture,JP
0,1300,9450 Kamiya-cho,6823,Hiroshima,,JP
0,1400,2014 Jabberwocky Rd,26192,Southlake,Texas,US
0,1500,2011 Interiors Blvd,99236,South San Francisco,California,US
0,1600,2007 Zagora St,50090,South Brunswick,New Jersey,US
0,1700,2004 Charade Rd,98199,Seattle,Washington,US
0,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,CA
0,1900,6092 Boxwood St,YSW 9T2,Whitehorse,Yukon,CA
0,2000,40-5-12 Laogianggen,190518,Beijing,,CN
0,2100,1298 Vileparle (E),490231,Bombay,Maharashtra,IN
0,2200,12-98 Victoria Street,2901,Sydney,New South Wales,AU
0,2300,198 Clementi North,540198,Singapore,,SG
0,2400,8204 Arthur St,,London,,UK
0,2500,Magdalen Centre The Oxford Science Park,OX9 9ZB,Oxford,Oxford,UK
0,2600,9702 Chester Road,9629850293,Stretford,Manchester,UK
0,2700,Schwanthalerstr. 7031,80925,Munich,Bavaria,DE
0,2800,Rua Frei Caneca 1360,01307-002,Sao Paulo,Sao Paulo,BR
0,2900,20 Rue des Corps-Saints,1730,Geneva,Geneve,CH
0,3000,Murtenstrasse 921,3095,Bern,BE,CH
0,3100,Pieter Breughelstraat 837,3029SK,Utrecht,Utrecht,NL
0,3200,Mariano Escobedo 9991,11932,Mexico City,Distrito Federal,MX
0,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,COUNTRY_ID
0,1000,1297 Via Cola di Rie,989,Roma,,IT
0,1100,93091 Calle della Testa,10934,Venice,,IT
0,1200,2017 Shinjuku-ku,1689,Tokyo,Tokyo Prefecture,JP
0,1300,9450 Kamiya-cho,6823,Hiroshima,,JP
0,1400,2014 Jabberwocky Rd,26192,Southlake,Texas,US
0,1500,2011 Interiors Blvd,99236,South San Francisco,California,US
0,1600,2007 Zagora St,50090,South Brunswick,New Jersey,US
0,1700,2004 Charade Rd,98199,Seattle,Washington,US
0,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,CA
0,1900,6092 Boxwood St,YSW 9T2,Whitehorse,Yukon,CA
0,2000,40-5-12 Laogianggen,190518,Beijing,,CN
0,2100,1298 Vileparle (E),490231,Bombay,Maharashtra,IN
0,2200,12-98 Victoria Street,2901,Sydney,New South Wales,AU
0,2300,198 Clementi North,540198,Singapore,,SG
0,2400,8204 Arthur St,,London,,UK
0,2500,Magdalen Centre The Oxford Science Park,OX9 9ZB,Oxford,Oxford,UK
0,2600,9702 Chester Road,9629850293,Stretford,Manchester,UK
0,2700,Schwanthalerstr. 7031,80925,Munich,Bavaria,DE
0,2800,Rua Frei Caneca 1360,01307-002,Sao Paulo,Sao Paulo,BR
0,2900,20 Rue des Corps-Saints,1730,Geneva,Geneve,CH
0,3000,Murtenstrasse 921,3095,Bern,BE,CH
0,3100,Pieter Breughelstraat 837,3029SK,Utrecht,Utrecht,NL
0,3200,Mariano Escobedo 9991,11932,Mexico City,Distrito Federal,MX
0,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,COUNTRY_ID
0,1000,1297 Via Cola di Rie,989,Roma,,IT
0,1100,93091 Calle della Testa,10934,Venice,,IT
0,1200,2017 Shinjuku-ku,1689,Tokyo,Tokyo Prefecture,JP
0,1300,9450 Kamiya-cho,6823,Hiroshima,,JP
0,1400,2014 Jabberwocky Rd,26192,Southlake,Texas,US
0,1500,2011 Interiors Blvd,99236,South San Francisco,California,US
0,1600,2007 Zagora St,50090,South Brunswick,New Jersey,US
0,1700,2004 Charade Rd,98199,Seattle,Washington,US
0,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,CA
0,1900,6092 Boxwood St,YSW 9T2,Whitehorse,Yukon,CA
0,2000,40-5-12 Laogianggen,190518,Beijing,,CN
0,2100,1298 Vileparle (E),490231,Bombay,Maharashtra,IN
0,2200,12-98 Victoria Street,2901,Sydney,New South Wales,AU
0,2300,198 Clementi North,540198,Singapore,,SG
0,2400,8204 Arthur St,,London,,UK
0,2500,Magdalen Centre The Oxford Science Park,OX9 9ZB,Oxford,Oxford,UK
0,2600,9702 Chester Road,9629850293,Stretford,Manchester,UK
0,2700,Schwanthalerstr. 7031,80925,Munich,Bavaria,DE
0,2800,Rua Frei Caneca 1360,01307-002,Sao Paulo,Sao Paulo,BR
0,2900,20 Rue des Corps-Saints,1730,Geneva,Geneve,CH
0,3000,Murtenstrasse 921,3095,Bern,BE,CH
0,3100,Pieter Breughelstraat 837,3029SK,Utrecht,Utrecht,NL
0,3200,Mariano Escobedo 9991,11932,Mexico City,Distrito Federal,MX
0,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,COUNTRY_ID
0,1000,1297 Via Cola di Rie,989,Roma,,IT
0,1100,93091 Calle della Testa,10934,Venice,,IT
0,1200,2017 Shinjuku-ku,1689,Tokyo,Tokyo Prefecture,JP
0,1300,9450 Kamiya-cho,6823,Hiroshima,,JP
0,1400,2014 Jabberwocky Rd,26192,Southlake,Texas,US
0,1500,2011 Interiors Blvd,99236,South San Francisco,California,US
0,1600,2007 Zagora St,50090,South Brunswick,New Jersey,US
0,1700,2004 Charade Rd,98199,Seattle,Washington,US
0,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,CA
0,1900,6092 Boxwood St,YSW 9T2,Whitehorse,Yukon,CA
0,2000,40-5-12 Laogianggen,190518,Beijing,,CN
0,2100,1298 Vileparle (E),490231,Bombay,Maharashtra,IN
0,2200,12-98 Victoria Street,2901,Sydney,New South Wales,AU
0,2300,198 Clementi North,540198,Singapore,,SG
0,2400,8204 Arthur St,,London,,UK
0,2500,Magdalen Centre The Oxford Science Park,OX9 9ZB,Oxford,Oxford,UK
0,2600,9702 Chester Road,9629850293,Stretford,Manchester,UK
0,2700,Schwanthalerstr. 7031,80925,Munich,Bavaria,DE
0,2800,Rua Frei Caneca 1360,01307-002,Sao Paulo,Sao Paulo,BR
0,2900,20 Rue des Corps-Saints,1730,Geneva,Geneve,CH
0,3000,Murtenstrasse 921,3095,Bern,BE,CH
0,3100,Pieter Breughelstraat 837,3029SK,Utrecht,Utrecht,NL
0,3200,Mariano Escobedo 9991,11932,Mexico City,Distrito Federal,MX
0,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,COUNTRY_ID
0,1000,1297 Via Cola di Rie,989,Roma,,IT
0,1100,93091 Calle della Testa,10934,Venice,,IT
0,1200,2017 Shinjuku-ku,1689,Tokyo,Tokyo Prefecture,JP
0,1300,9450 Kamiya-cho,6823,Hiroshima,,JP
0,1400,2014 Jabberwocky Rd,26192,Southlake,Texas,US
0,1500,2011 Interiors Blvd,99236,South San Francisco,California,US
0,1600,2007 Zagora St,50090,South Brunswick,New Jersey,US
0,1700,2004 Charade Rd,98199,Seattle,Washington,US
0,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,CA
0,1900,6092 Boxwood St,YSW 9T2,Whitehorse,Yukon,CA
0,2000,40-5-12 Laogianggen,190518,Beijing,,CN
0,2100,1298 Vileparle (E),490231,Bombay,Maharashtra,IN
0,2200,12-98 Victoria Street,2901,Sydney,New South Wales,AU
0,2300,198 Clementi North,540198,Singapore,,SG
0,2400,8204 Arthur St,,London,,UK
0,2500,Magdalen Centre The Oxford Science Park,OX9 9ZB,Oxford,Oxford,UK
0,2600,9702 Chester Road,9629850293,Stretford,Manchester,UK
0,2700,Schwanthalerstr. 7031,80925,Munich,Bavaria,DE
0,2800,Rua Frei Caneca 1360,01307-002,Sao Paulo,Sao Paulo,BR
0,2900,20 Rue des Corps-Saints,1730,Geneva,Geneve,CH
0,3000,Murtenstrasse 921,3095,Bern,BE,CH
0,3100,Pieter Breughelstraat 837,3029SK,Utrecht,Utrecht,NL
0,3200,Mariano Escobedo 9991,11932,Mexico City,Distrito Federal,MX
0,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,COUNTRY_ID
0,1000,1297 Via Cola di Rie,989,Roma,,IT
0,1100,93091 Calle della Testa,10934,Venice,,IT
0,1200,2017 Shinjuku-ku,1689,Tokyo,Tokyo Prefecture,JP
0,1300,9450 Kamiya-cho,6823,Hiroshima,,JP
0,1400,2014 Jabberwocky Rd,26192,Southlake,Texas,US
0,1500,2011 Interiors Blvd,99236,South San Francisco,California,US
0,1600,2007 Zagora St,50090,South Brunswick,New Jersey,US
0,1700,2004 Charade Rd,98199,Seattle,Washington,US
0,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,CA
0,1900,6092 Boxwood St,YSW 9T2,Whitehorse,Yukon,CA
0,2000,40-5-12 Laogianggen,190518,Beijing,,CN
0,2100,1298 Vileparle (E),490231,Bombay,Maharashtra,IN
0,2200,12-98 Victoria Street,2901,Sydney,New South Wales,AU
0,2300,198 Clementi North,540198,Singapore,,SG
0,2400,8204 Arthur St,,London,,UK
0,2500,Magdalen Centre The Oxford Science Park,OX9 9ZB,Oxford,Oxford,UK
0,2600,9702 Chester Road,9629850293,Stretford,Manchester,UK
0,2700,Schwanthalerstr. 7031,80925,Munich,Bavaria,DE
0,2800,Rua Frei Caneca 1360,01307-002,Sao Paulo,Sao Paulo,BR
0,2900,20 Rue des Corps-Saints,1730,Geneva,Geneve,CH
0,3000,Murtenstrasse 921,3095,Bern,BE,CH
0,3100,Pieter Breughelstraat 837,3029SK,Utrecht,Utrecht,NL
0,3200,Mariano Escobedo 9991,11932,Mexico City,Distrito Federal,MX
0,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,COUNTRY_ID
0,1000,1297 Via Cola di Rie,989,Roma,,IT
0,1100,93091 Calle della Testa,10934,Venice,,IT
0,1200,2017 Shinjuku-ku,1689,Tokyo,Tokyo Prefecture,JP
0,1300,9450 Kamiya-cho,6823,Hiroshima,,JP
0,1400,2014 Jabberwocky Rd,26192,Southlake,Texas,US
0,1500,2011 Interiors Blvd,99236,South San Francisco,California,US
0,1600,2007 Zagora St,50090,South Brunswick,New Jersey,US
0,1700,2004 Charade Rd,98199,Seattle,Washington,US
0,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,CA
0,1900,6092 Boxwood St,YSW 9T2,Whitehorse,Yukon,CA
0,2000,40-5-12 Laogianggen,190518,Beijing,,CN
0,2100,1298 Vileparle (E),490231,Bombay,Maharashtra,IN
0,2200,12-98 Victoria Street,2901,Sydney,New South Wales,AU
0,2300,198 Clementi North,540198,Singapore,,SG
0,2400,8204 Arthur St,,London,,UK
0,2500,Magdalen Centre The Oxford Science Park,OX9 9ZB,Oxford,Oxford,UK
0,2600,9702 Chester Road,9629850293,Stretford,Manchester,UK
0,2700,Schwanthalerstr. 7031,80925,Munich,Bavaria,DE
0,2800,Rua Frei Caneca 1360,01307-002,Sao Paulo,Sao Paulo,BR
0,2900,20 Rue des Corps-Saints,1730,Geneva,Geneve,CH
0,3000,Murtenstrasse 921,3095,Bern,BE,CH
0,3100,Pieter Breughelstraat 837,3029SK,Utrecht,Utrecht,NL
0,3200,Mariano Escobedo 9991,11932,Mexico City,Distrito Federal,MX
0,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,COUNTRY_ID
0,1000,1297 Via Cola di Rie,989,Roma,,IT
0,1100,93091 Calle della Testa,10934,Venice,,IT
0,1200,2017 Shinjuku-ku,1689,Tokyo,Tokyo Prefecture,JP
0,1300,9450 Kamiya-cho,6823,Hiroshima,,JP
0,1400,2014 Jabberwocky Rd,26192,Southlake,Texas,US
0,1500,2011 Interiors Blvd,99236,South San Francisco,California,US
0,1600,2007 Zagora St,50090,South Brunswick,New Jersey,US
0,1700,2004 Charade Rd,98199,Seattle,Washington,US
0,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,CA
0,1900,6092 Boxwood St,YSW 9T2,Whitehorse,Yukon,CA
0,2000,40-5-12 Laogianggen,190518,Beijing,,CN
0,2100,1298 Vileparle (E),490231,Bombay,Maharashtra,IN
0,2200,12-98 Victoria Street,2901,Sydney,New South Wales,AU
0,2300,198 Clementi North,540198,Singapore,,SG
0,2400,8204 Arthur St,,London,,UK
0,2500,Magdalen Centre The Oxford Science Park,OX9 9ZB,Oxford,Oxford,UK
0,2600,9702 Chester Road,9629850293,Stretford,Manchester,UK
0,2700,Schwanthalerstr. 7031,80925,Munich,Bavaria,DE
0,2800,Rua Frei Caneca 1360,01307-002,Sao Paulo,Sao Paulo,BR
0,2900,20 Rue des Corps-Saints,1730,Geneva,Geneve,CH
0,3000,Murtenstrasse 921,3095,Bern,BE,CH
0,3100,Pieter Breughelstraat 837,3029SK,Utrecht,Utrecht,NL
0,3200,Mariano Escobedo 9991,11932,Mexico City,Distrito Federal,MX
